,OBSID,AIA_N_GUESS,IRIS_N_GUESS,BLUR_GUESS,OPTIMIZED_AIA,OPTIMIZED_IRIS,OPTIMIZED_BLUR,RESULT,RUNTIME
38,20221008_020430_3620108076,0.213215,0.285943,23.958051,0.19660225315272734,0.10821267823006603,26.787265722691302,100000.0,50.473751068115234
39,20221008_010555_3620108076,0.213215,0.285943,23.958051,0.23082904019655223,0.1744858087532439,25.150283598807693,100000.0,52.88558578491211
40,20221008_000720_3620108076,0.213215,0.285943,23.958051,0.20237507979793842,0.3526041417011226,22.98380271447298,100000.0,53.71268081665039
41,20220924_012036_3620108076,0.213215,0.285943,23.958051,0.19028322407519832,0.13315923369845145,27.057286692217907,100000.0,50.569528102874756
42,20220924_002201_3620108076,0.213215,0.285943,23.958051,0.19324485276964057,0.3497141709618546,24.323820537953043,100000.0,50.807761907577515
43,20221029_020441_3600607176,0.213215,0.285943,23.958051,0.20990366437775554,0.12771235831266448,26.656984529081004,124.73625194893685,779.4261450767517
44,20221026_170654_3600609177,0.213215,0.285943,23.958051,0.20706477657020947,0.2613539612401848,22.15380231595436,901.2969911400537,1095.5495297908783
45,20221026_071530_3600609177,0.213215,0.285943,23.958051,0.21902713032086962,0.32905734719589685,22.61469623802132,1441.3068743776407,2434.523035764694
46,20221026_002630_3600609177,0.213215,0.285943,23.958051,0.24201961643162911,0.1497007382565588,21.109765014919176,1140.1946963274547,1131.3976759910583
47,20221025_041441_3620507177,0.213215,0.285943,23.958051,0.20828283912543846,0.43012261264555496,28.822464875930653,100000.0,44.03089904785156
48,20220923_232326_3620108076,0.213215,0.285943,23.958051,0.1971530137450826,0.14615478942394902,27.335330776312663,100000.0,51.16424608230591
49,20220910_014826_3620108076,0.213215,0.285943,23.958051,0.21658784961723232,0.2818224257171644,28.153501671548735,100000.0,53.003734827041626
50,20220910_004926_3620108076,0.213215,0.285943,23.958051,0.24694120176157103,0.33859524033844146,24.040309005180728,100000.0,52.29785394668579
51,20221025_023611_3620607175,0.213215,0.285943,23.958051,0.20099591711160733,0.46495982010367026,25.052006997980218,100000.0,35.550257205963135
52,20221018_134113_3600606077,0.213215,0.285943,23.958051,0.23354546285924688,0.28965146115078616,21.85955869509175,100000.0,52.39424204826355
53,20221025_195518_3600609177,0.213215,0.285943,23.958051,0.2433022546416886,0.20615033593357104,27.262039394360823,1316.046338859595,1076.690818786621
54,20221015_021636_3620108076,0.213215,0.285943,23.958051,0.2290902469267074,0.3212606938663879,22.683312689050453,100000.0,52.690096855163574
55,20221015_011801_3620108076,0.213215,0.285943,23.958051,0.23240105726215257,0.2649237416136998,22.37317259809421,100000.0,54.388752937316895
56,20221015_001926_3620108076,0.213215,0.285943,23.958051,0.2226318713824103,0.2178485013822416,21.661697500186566,100000.0,52.12363910675049
57,20221007_135202_3620108077,0.213215,0.285943,23.958051,0.20671779911067195,0.28579924895472575,23.155612310131023,954.55878524494,1825.4214053153992
58,20221029_065819_3600609177,0.213215,0.285943,23.958051,0.21385108436899913,0.17885843227251325,22.641162261501897,699.3001346049806,1566.8388259410858
59,20221029_041915_3600607176,0.213215,0.285943,23.958051,0.20232027975053343,0.14206652384264815,22.50845285572664,100000.0,35.74363303184509
60,20220917_001728_3620108076,0.213215,0.285943,23.958051,0.19547663922740371,0.1305183940881733,23.12350894432669,100000.0,51.799920320510864
61,20220916_224528_3620108076,0.213215,0.285943,23.958051,0.1940700880744326,0.24592995825136021,26.02923601368818,100000.0,52.51531910896301
